Ingenieria del Conocimiento, https://aulaglobal.uc3m.es/course/view.php?id=152686
Ingenieria del conocimiento, https://aulaglobal.uc3m.es/course/view.php?id=158251
Inteligencia Artificial, https://aulaglobal.uc3m.es/course/view.php?id=152714
Inteligencia Artificial, https://aulaglobal.uc3m.es/course/view.php?id=158262
